FIPS,CTYNAME,STNAME,2017,REF2050,NZ2050,NZ2050RCP
19197,Wright County,Iowa,33.2831,31.84792273,30.86915273,33.80197727
20001,Allen County,Kansas,43.21866111,38.94186778,36.79084,38.05432889
20003,Anderson County,Kansas,43.62574111,39.33135778,37.10119778,38.44480333
20005,Atchison County,Kansas,42.8925075,38.779315,36.88108625,38.28902
20007,Barber County,Kansas,42.8248775,40.55168333,37.90711125,38.53518833
20009,Barton County,Kansas,40.57877938,37.37045875,35.66729563,37.87555938
20011,Bourbon County,Kansas,42.04131333,38.17379111,36.03472111,36.61959778
20013,Brown County,Kansas,41.62942,38.07358333,36.14437333,37.01393111
20015,Butler County,Kansas,41.2424292,38.2360672,36.4027012,36.5979088
20017,Chase County,Kansas,42.00541188,38.33669125,36.64366063,36.85573563
20019,Chautauqua County,Kansas,44.30940583,39.58668417,37.56213917,37.72726333
20021,Cherokee County,Kansas,42.35197,38.24068444,35.90510111,36.33676333
20023,Cheyenne County,Kansas,38.918149,36.759492,35.2736285,35.743653
20025,Clark County,Kansas,40.31288938,38.264745,36.02832625,37.81700563
20027,Clay County,Kansas,41.9855475,38.50168417,37.05552,38.16551417
20029,Cloud County,Kansas,41.47458667,38.27786083,36.80625583,38.1001575
20031,Coffey County,Kansas,43.79951667,39.4431675,37.48074833,37.91486333
20033,Comanche County,Kansas,41.37451583,39.138955,36.759965,38.082575
20035,Cowley County,Kansas,41.888336,38.3921364,36.6301392,36.3357264
20037,Crawford County,Kansas,42.06034778,38.05710111,35.85632778,36.46648444
20039,Decatur County,Kansas,38.938215,36.37444929,35.23087357,35.37678143
20041,Dickinson County,Kansas,42.13702889,38.697825,36.94316,38.35883722
20043,Doniphan County,Kansas,41.46092333,38.132915,36.24636333,37.401095
20045,Douglas County,Kansas,45.66358222,40.59124111,38.33446778,39.66330778
20047,Edwards County,Kansas,40.08203929,37.53862571,35.40528,37.647565
20049,Elk County,Kansas,43.49892083,39.13235417,37.52026333,37.3422175
20051,Ellis County,Kansas,39.3639175,36.34688,34.89431688,36.52155563
20053,Ellsworth County,Kansas,41.24028938,38.22968688,36.33752188,38.75575938
20055,Finney County,Kansas,39.47699957,37.02899609,35.05221435,36.48476087
20057,Ford County,Kansas,40.17418813,37.65961688,35.55824875,37.56589313
20059,Franklin County,Kansas,45.28360889,40.62159556,38.28213778,38.87768556
20061,Geary County,Kansas,42.23829286,38.58742857,37.01362714,38.57640857
20063,Gove County,Kansas,39.15337438,36.45861313,35.10153188,35.56647938
20065,Graham County,Kansas,38.97070467,36.09443533,34.854444,35.58548533
20067,Grant County,Kansas,40.27987222,37.55283667,35.57382444,37.33605778
20069,Gray County,Kansas,39.653463,37.340072,35.0974545,37.0569865
20071,Greeley County,Kansas,38.88566833,36.748515,34.893385,35.67772833
20073,Greenwood County,Kansas,42.66241368,38.75727842,37.15804263,36.71299211
20075,Hamilton County,Kansas,39.8964455,37.305972,35.338692,36.4869925
20077,Harper County,Kansas,42.59406313,39.625195,37.50485938,37.52831313
20079,Harvey County,Kansas,41.7669625,38.758575,36.6174375,38.11590625
20081,Haskell County,Kansas,39.302916,37.146672,34.939503,36.959608
20083,Hodgeman County,Kansas,39.63977333,37.0132925,34.95957917,37.29364833
20085,Jackson County,Kansas,42.309974,38.274533,36.477014,38.428082
20087,Jefferson County,Kansas,43.79308,38.9513125,37.16804333,39.53583417
20089,Jewell County,Kansas,40.202405,37.78641688,36.29702375,36.89956188
20091,Johnson County,Kansas,46.9697,42.2236,39.68700714,41.01011286
20093,Kearny County,Kansas,40.211494,37.45094267,35.39907733,36.822422
20095,Kingman County,Kansas,42.98746667,39.82356467,37.40512933,38.96219667
20097,Kiowa County,Kansas,40.79469833,38.4129225,36.34991167,38.1147525
20099,Labette County,Kansas,43.21194727,39.05286636,36.53136455,37.08670727
20101,Lane County,Kansas,39.39127533,36.676454,35.15722067,36.270238
20103,Leavenworth County,Kansas,44.89280625,39.88544375,37.91498875,40.14093625
20105,Lincoln County,Kansas,40.67504,37.7960325,36.06783333,37.69005667
20107,Linn County,Kansas,42.57803,38.47776556,36.36341667,37.30394889
20109,Logan County,Kansas,39.173068,36.7868855,35.367805,35.6648565
20111,Lyon County,Kansas,42.76162867,38.56558267,36.99532933,37.205094
20113,McPherson County,Kansas,42.10100813,39.16525125,36.87761563,38.90265313
20115,Marion County,Kansas,41.83733889,38.61540056,36.62670833,37.75096722
20117,Marshall County,Kansas,41.08125563,38.18350688,36.309645,37.40166313
20119,Meade County,Kansas,39.65925313,37.99497313,35.56667688,37.36530688
20121,Miami County,Kansas,44.39765,40.05533818,37.87074091,39.32805
20123,Mitchell County,Kansas,40.71251083,37.90081583,36.26456083,37.58853083
20125,Montgomery County,Kansas,44.71920667,39.98039167,37.77122833,38.55713917
20127,Morris County,Kansas,42.35023286,38.34586357,36.725665,37.51935643
20129,Morton County,Kansas,40.13671467,37.652154,35.85794133,37.261504
20131,Nemaha County,Kansas,41.29561938,38.00027375,36.17017688,37.38159375
20133,Neosho County,Kansas,43.12839333,38.86226667,36.67730667,37.62264111
20135,Ness County,Kansas,39.1788125,36.40418813,34.71004688,36.7380475
20137,Norton County,Kansas,38.995106,36.44367467,35.25963333,35.51650933
20139,Osage County,Kansas,43.73964833,39.63168667,37.79420167,38.23453667
20141,Osborne County,Kansas,39.84461938,37.03127875,35.619155,36.78244063
20143,Ottawa County,Kansas,42.0863575,38.82358063,37.07207563,38.60017625
20145,Pawnee County,Kansas,39.7361375,36.98611,35.101415,37.47059583
20147,Phillips County,Kansas,39.10675375,36.70944063,35.44532938,35.54671188
20149,Pottawatomie County,Kansas,41.99049933,38.39253,36.635988,38.413438
20151,Pratt County,Kansas,41.98795583,39.59088917,37.05441833,39.05143833
20153,Rawlins County,Kansas,39.230905,36.866643,35.6298905,35.43858
20155,Reno County,Kansas,42.04287167,39.24758167,36.729315,39.2466875
20157,Republic County,Kansas,40.99989833,38.30667083,36.7379575,37.48143833
20159,Rice County,Kansas,41.48355,38.6999075,36.56461,39.28676833
20161,Riley County,Kansas,41.76323583,38.45009333,36.82080417,38.38208667
20163,Rooks County,Kansas,39.08909063,36.29331125,34.9563325,36.00514688
20165,Rush County,Kansas,39.48246,36.55379667,34.84492083,36.87704917
20167,Russell County,Kansas,40.24639563,36.95790438,35.62716875,37.16419625
20169,Saline County,Kansas,42.16063667,39.10116583,36.88758833,39.0469675
20171,Scott County,Kansas,39.31864714,36.88433,35.25327714,35.63526071
20173,Sedgwick County,Kansas,42.26755167,39.22836167,36.80740556,37.91773278
20175,Seward County,Kansas,39.67774182,37.62149182,35.39499727,37.39495273
20177,Shawnee County,Kansas,43.19450875,38.87388625,36.952615,39.52206875
20179,Sheridan County,Kansas,39.12548143,36.37576214,35.17155857,35.25603714
20181,Sherman County,Kansas,38.830217,36.4696455,35.0425955,35.74375
20183,Smith County,Kansas,39.70376313,37.27128375,35.92918563,36.16777063
20185,Stafford County,Kansas,40.91897857,38.24196357,36.17421357,38.69312857
20187,Stanton County,Kansas,40.38614417,37.68802,35.88267333,36.86581333
20189,Stevens County,Kansas,40.08732769,37.57757769,35.57307846,37.63206231
20191,Sumner County,Kansas,41.4201428,38.406708,36.3748548,37.0357376
20193,Thomas County,Kansas,39.13390842,36.58389263,35.29834263,35.34023158
20195,Trego County,Kansas,39.05654188,36.25899438,34.77529063,36.034625
20197,Wabaunsee County,Kansas,42.49282944,38.80996722,37.04255556,38.41197333
20199,Wallace County,Kansas,38.49850813,36.43456813,34.730655,35.622355
20201,Washington County,Kansas,41.41627688,38.43921563,36.7193725,37.77413938
20203,Wichita County,Kansas,39.298965,37.02294167,35.2283525,35.73494917
20205,Wilson County,Kansas,44.74466778,40.18809667,38.34848333,38.77920333
20207,Woodson County,Kansas,43.88157444,39.76542556,37.69247333,38.11020889
20209,Wyandotte County,Kansas,46.87126,41.9059425,39.3429075,42.567525
21001,Adair County,Kentucky,39.80303714,36.24380857,33.14268,34.59210857
21003,Allen County,Kentucky,40.6903175,36.717755,33.6443725,34.555815
21005,Anderson County,Kentucky,43.14303667,37.87978333,34.56927,37.13566333
21007,Ballard County,Kentucky,41.322048,37.50708,34.29061,35.672868
21009,Barren County,Kentucky,40.509168,36.616382,33.394515,34.598007
21011,Bath County,Kentucky,41.284904,37.35171,34.665422,35.825968
21013,Bell County,Kentucky,38.099418,35.371388,32.542212,32.489188
21015,Boone County,Kentucky,45.5906175,41.98157,38.4217375,40.92034
21017,Bourbon County,Kentucky,42.29409,38.0262875,35.29031,36.8853575
21019,Boyd County,Kentucky,42.172805,38.0141375,35.3963225,37.474475
21021,Boyle County,Kentucky,41.98325,36.902682,33.95715,35.469894
21023,Bracken County,Kentucky,42.87341,38.99898333,35.94649,38.44512333
21025,Breathitt County,Kentucky,38.05794889,35.03439333,32.53260556,34.02997556
21027,Breckinridge County,Kentucky,42.42666182,37.43578273,34.65171364,36.46835455
21029,Bullitt County,Kentucky,44.749916,39.164434,35.896576,38.626946
21031,Butler County,Kentucky,40.831895,35.96939125,33.04750125,34.222315
21033,Caldwell County,Kentucky,40.80134714,36.80107714,33.67878429,34.75259571
21035,Calloway County,Kentucky,39.42233167,35.99127167,33.45618833,34.35057
21037,Campbell County,Kentucky,46.351875,42.59134,38.581865,41.39447
21039,Carlisle County,Kentucky,40.116025,36.91117,34.09031,34.824925
21041,Carroll County,Kentucky,45.13696,39.35007,36.219845,39.071485
21043,Carter County,Kentucky,41.29511571,37.74563286,35.32582,37.29634571
21045,Casey County,Kentucky,39.96956333,35.84415889,33.14907556,34.20014222
21047,Christian County,Kentucky,40.25379222,36.25272889,33.27466,34.27859444
21049,Clark County,Kentucky,42.24336,37.724305,34.9710125,36.40712
21051,Clay County,Kentucky,38.23009636,35.14583455,32.47062818,33.07716909
21053,Clinton County,Kentucky,39.62368333,35.96000667,32.94276,34.05141
21055,Crittenden County,Kentucky,40.21930167,36.79087833,33.85531667,35.46136833
21057,Cumberland County,Kentucky,39.48193,35.764,32.69921714,34.13169571
21059,Daviess County,Kentucky,41.93691556,38.13006111,34.76729778,37.56600444
21061,Edmonson County,Kentucky,40.922894,36.17857,33.19548,34.257344
21063,Elliott County,Kentucky,39.92990333,36.49266,34.00253667,35.41423667
21065,Estill County,Kentucky,40.738068,37.021846,34.412814,35.60304
21067,Fayette County,Kentucky,43.29362,38.51967833,35.70518167,37.43341167
21069,Fleming County,Kentucky,41.779506,37.482858,35.143462,36.890194
21071,Floyd County,Kentucky,38.15858875,35.10905,32.81535125,34.0019125
21073,Franklin County,Kentucky,43.31926,38.28638,35.115814,37.478506
21075,Fulton County,Kentucky,40.048432,36.962422,34.26356,34.959134
21077,Gallatin County,Kentucky,45.949355,40.423625,36.911065,39.64817
21079,Garrard County,Kentucky,41.8708175,36.932,34.228345,35.8282475
21081,Grant County,Kentucky,45.140586,40.397134,36.720062,39.090508
21083,Graves County,Kentucky,40.26043273,36.65723636,33.85820364,34.75915545
21085,Grayson County,Kentucky,41.38462,36.26589333,33.29618444,34.73189556
21087,Green County,Kentucky,40.8250025,36.8239625,33.544505,34.71367
21089,Greenup County,Kentucky,41.98379167,38.15766333,35.49209,37.689485
21091,Hancock County,Kentucky,42.3928475,37.61317,34.734895,37.3908325
21093,Hardin County,Kentucky,42.52274833,37.39729833,34.26158833,36.14502833
21095,Harlan County,Kentucky,38.11197889,35.72920111,33.08168222,32.74099111
21097,Harrison County,Kentucky,42.56259,38.415024,35.37341,37.139902
21099,Hart County,Kentucky,41.15482167,36.66302833,33.28365167,34.66005167
21101,Henderson County,Kentucky,41.70338222,37.75979889,34.81247222,37.44825556
21103,Henry County,Kentucky,44.02354571,38.67481429,35.90888,38.43743286
21105,Hickman County,Kentucky,40.13061667,36.72588333,33.84767667,34.648015
21107,Hopkins County,Kentucky,41.252868,37.10398,34.058975,34.950172
21109,Jackson County,Kentucky,39.125668,35.671754,32.988268,34.161794
21111,Jefferson County,Kentucky,46.25084875,40.49557625,37.2743525,40.32266
21113,Jessamine County,Kentucky,43.59368667,38.25405667,35.27311333,37.08241333
21115,Johnson County,Kentucky,38.25574,35.0273075,32.7212525,34.266445
21117,Kenton County,Kentucky,46.25427333,42.17917333,38.27392333,40.94748
21119,Knott County,Kentucky,38.09577857,35.20852714,32.83837429,33.72781857
21121,Knox County,Kentucky,38.477286,35.250382,32.423628,32.914712
21123,Larue County,Kentucky,41.538825,36.70773833,33.61623667,35.01368667
21125,Laurel County,Kentucky,38.95207375,35.3118325,32.57317125,33.33553375
21127,Lawrence County,Kentucky,40.58425286,36.52168857,33.90138,35.78605714
21129,Lee County,Kentucky,38.888804,35.739874,33.185552,34.38141
21131,Leslie County,Kentucky,37.98117833,35.40994833,32.7121,33.03589
21133,Letcher County,Kentucky,38.13592143,35.51841714,33.08179286,33.21431286
21135,Lewis County,Kentucky,42.45125333,38.18268222,35.52402,37.51174444
21137,Lincoln County,Kentucky,40.70253,36.1212125,33.46869,34.5871875
21139,Livingston County,Kentucky,40.47904833,36.65605167,33.68263667,35.55013
21141,Logan County,Kentucky,40.78434667,36.47839417,33.49798083,34.56829417
21143,Lyon County,Kentucky,40.773,36.7920725,33.5070475,34.938475
21145,McCracken County,Kentucky,41.59401,37.165284,34.00774,35.687072
21147,McCreary County,Kentucky,38.6457875,35.186335,32.39115625,32.57005875
21149,McLean County,Kentucky,41.767528,37.8346,34.535948,35.710718
21151,Madison County,Kentucky,41.43521625,37.0240425,34.32639,36.04254
21153,Magoffin County,Kentucky,38.204724,35.115368,32.806922,34.252438
21155,Marion County,Kentucky,41.02404667,36.50294167,33.539045,35.12222667
21157,Marshall County,Kentucky,40.70021,36.845576,33.758034,35.13717
21159,Martin County,Kentucky,38.370752,35.098404,32.764018,34.02808
21161,Mason County,Kentucky,43.67718333,38.96167,36.12062667,38.12808
21163,Meade County,Kentucky,42.942652,38.423872,35.234652,37.384828
21165,Menifee County,Kentucky,40.7389625,37.1038425,34.5918475,35.38476
21167,Mercer County,Kentucky,42.4349775,37.475435,34.5716475,36.434735
21169,Metcalfe County,Kentucky,40.222528,36.411428,33.190372,34.584402
21171,Monroe County,Kentucky,39.441435,35.97415667,32.88720333,34.29864
21173,Montgomery County,Kentucky,41.7106075,37.5755525,34.7849625,36.081485
21175,Morgan County,Kentucky,39.51750125,36.161415,33.69183125,34.89098125
21177,Muhlenberg County,Kentucky,41.49936889,36.86014333,33.59053222,34.58099556
21179,Nelson County,Kentucky,42.980825,37.4817425,34.338045,36.669935
21181,Nicholas County,Kentucky,41.6482025,37.8047675,35.09757,36.6340575
21183,Ohio County,Kentucky,42.00126111,36.93201778,33.74271778,35.13531778
21185,Oldham County,Kentucky,43.80994667,38.1893,35.55356,38.46001333
21187,Owen County,Kentucky,44.64944167,39.42453833,36.30379833,38.60941667
21189,Owsley County,Kentucky,38.38977,35.29258,32.610475,34.045975
21191,Pendleton County,Kentucky,44.36505,40.61004167,36.91644167,39.43483167
21193,Perry County,Kentucky,37.84869,35.127458,32.602432,33.257482
21195,Pike County,Kentucky,38.53310077,35.25926692,33.02002231,33.81367692
21197,Powell County,Kentucky,41.0578025,37.420495,34.8191725,35.7171175
21199,Pulaski County,Kentucky,39.35034538,35.35955769,32.75692385,33.77200385
21201,Robertson County,Kentucky,43.19934667,38.64552,35.86668667,37.81086667
21203,Rockcastle County,Kentucky,39.55871,35.549222,32.919402,34.151804
21205,Rowan County,Kentucky,40.87434167,37.04826167,34.64290333,35.66854
21207,Russell County,Kentucky,39.35656,35.686422,32.826168,34.023554
21209,Scott County,Kentucky,42.888058,38.175412,35.240032,37.43822
21211,Shelby County,Kentucky,44.323184,38.734964,35.679114,38.134336
21213,Simpson County,Kentucky,41.336525,37.23806,33.970295,35.16159
21215,Spencer County,Kentucky,44.31376333,38.64436333,35.28501,38.08513333
21217,Taylor County,Kentucky,40.6555,36.564778,33.42399,34.666244
21219,Todd County,Kentucky,40.99378375,36.4760125,33.33963625,34.25348375
21221,Trigg County,Kentucky,39.94575333,36.18644444,33.17821,34.41743667
21223,Trimble County,Kentucky,43.51253,38.48975667,35.83334333,38.63803667
21225,Union County,Kentucky,40.91721833,37.41235667,34.62565333,36.37157
21227,Warren County,Kentucky,40.65754455,36.52040636,33.53708818,34.60546727
21229,Washington County,Kentucky,41.931948,36.929854,33.89585,35.950768
21231,Wayne County,Kentucky,39.41339875,35.70712375,32.9168425,33.53309
21233,Webster County,Kentucky,41.79643571,37.6154,34.64268714,35.71008571
21235,Whitley County,Kentucky,38.92747,35.39012364,32.63223,32.70533182
21237,Wolfe County,Kentucky,38.91208333,35.93968333,33.56274,34.63363
21239,Woodford County,Kentucky,42.870745,37.86637,34.84702,37.10164
22001,Acadia Parish,Louisiana,31.5453,28.46155,26.22994429,25.20815643
22003,Allen Parish,Louisiana,30.87190867,28.16149,25.42871333,26.27747067
22005,Ascension Parish,Louisiana,41.45408,38.585945,34.41168,32.1306425
22007,Assumption Parish,Louisiana,40.91011167,36.75969,33.319795,30.73303167
22009,Avoyelles Parish,Louisiana,31.739054,28.841772,26.332878,27.78999067
22011,Beauregard Parish,Louisiana,33.48189579,30.40733421,27.25091789,26.51451842
22013,Bienville Parish,Louisiana,39.577174,38.547624,34.44052667,31.64303
22015,Bossier Parish,Louisiana,40.68608941,38.63091529,33.81799647,33.86348588
22017,Caddo Parish,Louisiana,42.99496176,40.01062294,34.70817059,34.13326353
22019,Calcasieu Parish,Louisiana,32.59378278,29.13291722,26.43063,24.60525611
22021,Caldwell Parish,Louisiana,34.78504222,33.36558778,29.71507444,28.50447667
22023,Cameron Parish,Louisiana,28.82634258,23.7306971,22.51484065,19.94725258
22025,Catahoula Parish,Louisiana,31.62669786,28.99335571,26.44762143,27.94073286
22027,Claiborne Parish,Louisiana,38.07809071,35.99556214,32.14652857,32.66255143
22029,Concordia Parish,Louisiana,32.06229308,29.04389692,26.70379231,28.33983
22031,De Soto Parish,Louisiana,40.04427941,38.33345941,33.54630118,31.66739294
22033,East Baton Rouge Parish,Louisiana,39.73017111,36.62540333,32.73603111,32.26888556
22035,East Carroll Parish,Louisiana,35.35105429,34.66484286,31.31006714,29.96826143
22037,East Feliciana Parish,Louisiana,34.88552667,31.40974667,28.81000167,30.29643833
22039,Evangeline Parish,Louisiana,31.74314692,29.21059769,26.19849,27.99783
22041,Franklin Parish,Louisiana,33.63942,32.05842091,29.08607545,28.45837364
22043,Grant Parish,Louisiana,32.52854364,29.72051818,26.88730636,28.19335
22045,Iberia Parish,Louisiana,33.48220917,29.29680583,26.91098333,24.54117583
22047,Iberville Parish,Louisiana,43.27176909,40.02383636,36.06378455,33.65954455
22049,Jackson Parish,Louisiana,38.08413538,36.61041154,32.60034231,30.72988385
22051,Jefferson Parish,Louisiana,36.51178167,32.73809,29.763485,27.70676
22053,Jefferson Davis Parish,Louisiana,30.21675,27.01114111,25.04459333,23.63595667
22055,Lafayette Parish,Louisiana,32.65998,29.48812,26.911298,26.301572
22057,Lafourche Parish,Louisiana,35.06724,30.2410181,28.02733857,25.92910381
22059,LaSalle Parish,Louisiana,31.71315091,29.01543091,26.34573,27.91512455
22061,Lincoln Parish,Louisiana,38.9081475,37.67335,33.37064875,33.0013125
22063,Livingston Parish,Louisiana,39.33800143,36.26934,32.59087143,32.91724786
22065,Madison Parish,Louisiana,34.8267,33.55874286,30.29254786,29.35720286
22067,Morehouse Parish,Louisiana,37.95402533,37.174878,33.28900267,32.57477467
22069,Natchitoches Parish,Louisiana,34.12712909,31.79246682,28.40760364,28.00949773
22071,Orleans Parish,Louisiana,36.79576333,32.61335667,30.40775667,28.36195667
22073,Ouachita Parish,Louisiana,39.77818667,38.9153025,34.74893083,32.19560417
22075,Plaquemines Parish,Louisiana,33.97103211,29.17814263,26.63026789,23.72087684
22077,Pointe Coupee Parish,Louisiana,35.86847583,32.37930333,29.12888,29.5042975
22079,Rapides Parish,Louisiana,33.35511042,30.1972375,27.03159,28.39641083
22081,Red River Parish,Louisiana,38.05332375,37.22220875,33.1654025,30.39053875
22083,Richland Parish,Louisiana,35.993235,34.604914,31.56217,29.38325
22085,Sabine Parish,Louisiana,34.09639421,31.56387579,28.15352947,28.02081421
22087,St. Bernard Parish,Louisiana,33.83336444,29.84678,27.69524,25.92139667
22089,St. Charles Parish,Louisiana,37.60327571,35.48515714,33.68604857,31.38004429
22091,St. Helena Parish,Louisiana,35.28065,32.57772444,29.19706556,29.91833667
22093,St. James Parish,Louisiana,41.692985,38.6360925,34.6516475,33.4269825
22095,St. John the Baptist Parish,Louisiana,42.451676,39.214174,35.430266,35.575242
22097,St. Landry Parish,Louisiana,32.61388412,29.92230765,27.09211529,27.95091294
22099,St. Martin Parish,Louisiana,36.31950706,32.74043471,29.96193882,28.24156
22101,St. Mary Parish,Louisiana,32.34451917,27.40151167,25.60840417,22.21086833
22103,St. Tammany Parish,Louisiana,36.55942188,33.26739,30.54006688,29.4798425
22105,Tangipahoa Parish,Louisiana,36.87579071,34.16511643,30.92940143,30.947285
22107,Tensas Parish,Louisiana,33.51876417,31.66142,28.45581167,28.64231167
22109,Terrebonne Parish,Louisiana,31.6934525,26.09570875,24.48765208,21.41773375
22111,Union Parish,Louisiana,38.82570357,37.61979429,33.84448071,34.45313857
22113,Vermilion Parish,Louisiana,29.739418,25.03066,23.4195128,21.3579004
22115,Vernon Parish,Louisiana,32.870636,29.2205128,26.3090228,26.7517496
22117,Washington Parish,Louisiana,34.74679154,32.92325077,29.68919692,28.73732923
22119,Webster Parish,Louisiana,39.38808875,37.427445,33.10513875,33.097305
22121,West Baton Rouge Parish,Louisiana,43.153394,39.518252,34.870204,34.587858
22123,West Carroll Parish,Louisiana,36.28986625,35.70393375,32.0447025,30.70334
22125,West Feliciana Parish,Louisiana,34.86369571,31.65175143,28.71610429,30.03143429
22127,Winn Parish,Louisiana,33.788215,31.91575889,28.61437667,28.36831667
23001,Androscoggin County,Maine,31.514041,30.719055,29.380129,33.155543
23003,Aroostook County,Maine,27.79252272,27.48335672,27.17293744,27.41878624
23005,Cumberland County,Maine,32.22842529,31.34166941,30.08236471,33.36638294
23007,Franklin County,Maine,30.36154323,29.88271097,28.8162829,30.30153323
23009,Hancock County,Maine,28.23377423,27.29539577,26.78369346,29.4103
23011,Kennebec County,Maine,30.89779,30.30922067,28.95853133,32.54194
23013,Knox County,Maine,29.845145,28.91251875,27.92603625,31.9621775
23015,Lincoln County,Maine,30.224003,29.654952,28.445024,32.354593
23017,Oxford County,Maine,31.16780568,30.23616703,29.33048081,31.34683432
23019,Penobscot County,Maine,28.66125097,28.01852161,27.50023371,28.68090645
23021,Piscataquis County,Maine,29.267927,28.91708038,28.29112788,28.87693025
23023,Sagadahoc County,Maine,30.7624675,30.0680625,28.746325,32.7678975
23025,Somerset County,Maine,29.77229893,29.50537067,28.6026436,29.8700268
23027,Waldo County,Maine,29.78144333,29.24958933,28.17617867,31.13474
23029,Washington County,Maine,27.53744708,26.63879625,26.24464271,28.29699833
23031,York County,Maine,33.28337222,32.60702667,31.50495889,33.68311722
24001,Allegany County,Maryland,39.69464167,35.14627833,32.25709167,35.76502167
24003,Anne Arundel County,Maryland,47.06559778,43.69577444,40.08580111,42.54499889
24005,Baltimore County,Maryland,45.254185,41.111207,38.260499,42.56133
24009,Calvert County,Maryland,45.207188,41.620364,38.410364,40.908642
24011,Caroline County,Maryland,42.68703,39.611675,37.44071,39.682865
24013,Carroll County,Maryland,43.63008625,39.83612625,37.0992525,40.74607125
24015,Cecil County,Maryland,42.913755,40.42868167,37.86094333,41.776935
24017,Charles County,Maryland,46.17963571,41.98572714,38.61018571,40.80186857
24019,Dorchester County,Maryland,44.17941222,40.48996444,38.01390667,40.66620333
24021,Frederick County,Maryland,43.518097,39.623176,37.092469,40.569038
24023,Garrett County,Maryland,39.93675167,35.669865,33.12063,36.74566
24025,Harford County,Maryland,42.99590125,39.38249625,36.938145,40.8768375
24027,Howard County,Maryland,47.61299167,43.39771167,40.196855,43.45239833
24029,Kent County,Maryland,43.580305,40.566345,38.0213275,40.723535
24031,Montgomery County,Maryland,47.43463625,42.91166125,40.25064875,43.45890375
24033,Prince George's County,Maryland,48.46256444,44.56267667,41.04053556,42.81779889
24035,Queen Anne's County,Maryland,43.24157571,40.29222,37.94118,40.17770429
24037,St. Mary's County,Maryland,45.99260714,42.13988143,38.92960857,40.93225714
24039,Somerset County,Maryland,43.51173,39.72906333,36.95127167,38.76823833
24041,Talbot County,Maryland,44.44267833,41.17146167,38.40647,41.43752833
24043,Washington County,Maryland,42.026865,37.6040625,34.75880375,37.70589
24045,Wicomico County,Maryland,42.48228286,38.67906,36.26274714,38.74051714
24047,Worcester County,Maryland,41.10590875,37.6040575,35.15412375,37.24534125
24510,Baltimore city,Maryland,48.32547333,44.04652667,40.75297,44.12208
25001,Barnstable County,Massachusetts,34.324425,32.29204125,31.09285375,32.20054125
25003,Berkshire County,Massachusetts,34.74236667,33.70037111,32.15848778,33.95078778
25005,Bristol County,Massachusetts,38.208599,36.569137,35.122429,37.551182
25007,Dukes County,Massachusetts,35.306,32.38236,31.028405,32.42485
25009,Essex County,Massachusetts,37.439459,35.924989,34.918061,36.866906
25011,Franklin County,Massachusetts,34.40770818,33.77500182,31.92805091,34.25902545
25013,Hampden County,Massachusetts,38.32890727,37.52175364,35.54048364,37.19526636
25015,Hampshire County,Massachusetts,36.043092,35.353941,33.464091,35.434741
25017,Middlesex County,Massachusetts,40.08436,39.21112267,37.96524933,39.19456733
25019,Nantucket County,Massachusetts,32.21422,29.12711,28.4229,28.19621
25021,Norfolk County,Massachusetts,40.82321375,39.54045125,38.31493,39.7394075
25023,Plymouth County,Massachusetts,37.60316583,35.87587833,34.62441083,35.89791
25025,Suffolk County,Massachusetts,40.86901,39.68877,38.27997,40.51942
25027,Worcester County,Massachusetts,37.77533071,37.28231393,35.80526929,36.87733714
26001,Alcona County,Michigan,31.33905846,31.03243308,31.23410615,32.10201385
26003,Alger County,Michigan,28.458043,27.8137985,27.587557,29.8035375
26005,Allegan County,Michigan,37.93125533,35.839792,34.35002733,37.63473667
26007,Alpena County,Michigan,30.49279455,30.32927273,30.46524636,33.00026545
26009,Antrim County,Michigan,30.95437143,30.22608714,30.28567857,33.89326
26011,Arenac County,Michigan,30.84679875,30.4909,30.31956125,32.3839925
26013,Baraga County,Michigan,29.53941444,28.74993722,29.12791111,29.45454333
26015,Barry County,Michigan,36.840456,35.038312,33.552131,35.633151
26017,Bay County,Michigan,32.18186125,31.245825,30.945625,32.9896175
26019,Benzie County,Michigan,31.54599667,30.88484667,30.17578167,34.06757667
26021,Berrien County,Michigan,39.45731,36.918325,35.05984083,39.581155
26023,Branch County,Michigan,36.80028625,35.0503775,33.16848,35.83844125
26025,Calhoun County,Michigan,37.11914357,35.21052786,33.36876429,35.56393357
26027,Cass County,Michigan,37.25387111,35.26094111,33.23177444,37.57824333
26029,Charlevoix County,Michigan,30.63268333,29.87475833,29.93028333,33.30529667
26031,Cheboygan County,Michigan,30.51963133,29.90025,29.992826,32.55814533
26033,Chippewa County,Michigan,29.0574269,28.24720862,27.94944793,30.29098931
26035,Clare County,Michigan,32.575367,31.798861,31.035213,32.987763
26037,Clinton County,Michigan,35.76368182,34.2348,33.00654091,34.33573909
26039,Crawford County,Michigan,32.300291,32.258474,32.250322,33.860929
26041,Delta County,Michigan,29.90400522,29.65937783,29.53802739,32.27740826
26043,Dickinson County,Michigan,31.16227533,30.055946,30.43107467,29.996404
26045,Eaton County,Michigan,36.82197667,35.13613444,33.65405444,35.26345
26047,Emmet County,Michigan,30.75304667,29.83647111,30.05726778,32.93206889
26049,Genesee County,Michigan,34.80244333,33.07299083,31.95812167,34.9538175
26051,Gladwin County,Michigan,31.62064111,31.20900556,30.71620556,32.31644667
